label,tweet,sentiment
sadness,yagitu mulai perkenalan awal njlimet belom pertanyaan2 menye2 musti banget dijawab iya kalo lanjut kalo enggak sia2 kan,neg
fear,mas [username] mau bertanya nih cara jatuh cinta memulai dari awal perkenalan dengan orang baru membuat hati dulu sakit sembuh,neg
love,meski aku golput salut [username] satu2nya presiden [hashtag] bisa menangis depan publik memang [not] sedikit lawan2 politiknya mngcap sombong nyatanya menangis [hashtag] [url],pos
love,walau kau menghapus menghempas diriku mengganti cintaku semua [not] mampu hilangkan cinta yang kau beri walau kau berubah aku kan bertahan di sepanjang waktuku biarkan aku mencintaimu caraku,pos
fear,pernah tanya kok sore pulang males mas takut kemaleman kadang suka beruang lewat sama hewan buas lainnya nah loh mampus deh aing tiap siang langsung cabut balik jambi itu [not] gangguan sosok mistis kalo kemaleman jalan,neg
happy,kegiatan ibadah sholat dzuhur uils koja penerima manfaat bersama petugas pendamping melakukan ibadah sholat dzuhur berjamaah indahnya kebersamaan [url],pos
love,kuakui aku jatuh cinta aksara oleh itu aku berbicara semesta hanya lewat untaian kata yang kuceritakan ialah kita,pos
fear,liat teman teman pada kewong ngeri kalau gue memikirkan kapan gue kewong dengernya loh masalahnya gue [not] kepikiran takut,neg
sadness,mon maaf [not] mau jadi party pooper cuman fakultas disebrang jalan rektorat banyak nafas hti tulung diciduk dulu bu tengs [url],neg
love,cinta seorang ibu berada tepat bawah cinta tuhan ibu [not] lelah menyayangi mengasihi kita cinta nya lebih mulia cinta seseorang dimanapun dunia,pos
sadness,puasa tahun berasa banget kurang khusu shalat tarawih sama mengaji diitung jari berapa kalinya padahal [not] tahun depan merasai lagi curhat tetap bukannya mengaji malah twitteran,neg
love,tbh aku rasa aku jatuh cinta someone [not] aku sedar bcs my heart beats faster when i think of her jangan tanya siapa aku takkan beritahu,pos
fear,[hashtag] paniknya benda dibagikan guru pas dikelas rela enggak kekantin ke wc jaga benda bukan malu nilainya karena takut ketahuan nama orang tua,neg
happy,ada bahasa guyonan nih sih ucha sih rin si rin aku tuh ditaksir sama sih joni sama sih bowo lo cha menurutmu mana lebih keren cha si ucha ya jelas aku dong rin he he,pos
sadness,hari minggu suka bolos gereja karena menonton bareng power rmarahs dirumah teman rumahnya penuh kadang cuma dengar enggak lihat filmnya miris [hashtag],neg
love,apakah kamu mengetahui dihari bahagia papa pergi kebelakang panggung sebentar menangis papa menangis papa sangat bahagia kemudian papa berdoa dalam lirih doanya tuhan papa berkata,pos
sadness,rindu [not] terungkap dalam banyak banyak insan aku kenal kau seorang sahaja aku rindu rindu sangat sangat walaupun terlampau awal kau pergi aku nak rasa kasih sayang seorang ibu umi adik rindu umi al fatihah,neg
sadness,perjalanan kali menuju ibu kota kali ditemani teman sayang sekali sudah nyaman kursi alhasil perjalanan terkesan membosankan,neg
sadness,karena dialog semalaman aku merenung apa iya tuhan kalaulah ada apa iya ingat janjinya membuat kiamat apa iya tuhan peduli indonesia apa iya tuhan peduli padaku kukira,neg
fear,[hashtag] day paginya leyeh leyeh pas air galonnya habis jadi panik kudu isi ulang galon naik turun gunung jalan subhannallah waktu tempuh 1jam pulang pergi ampir jatuh jurang gegara tanjakan ngeri jalannya rusak,neg
sadness,ya kalo merasa ngumpul nya kurang kan ngumpul tempat misalnya dirumah siapa biar lebih leluasa ya cuma kalo bukber rumah orang kan enggak enak apalagi datang orang lebih huhuhh jadi mau pulang bisa pulang,neg
love,tiap kali baca kisah2 zaman nabi rasa jatuh cinta semuaaaaa malam nih baca saidina umar hati allah saidina umar,pos
love,dik semoga kau paham mencinta [not] halal merindu [not] sah ini [not] mudah kau dimuliakan perhatikan sikapku aku memilih berangkulan menuai nyaman bergandengan aku mensyukuri tiap pertemuan cara mencuri pandang,pos
love,dari matamu matamu ku mulai jatuh cinta,pos
happy,duh jadi cerita kemana-mana intinya kalo selalu bersyukur selalu mrasa cukup pasrah ikhtiar kencang selalu adaaa hal bikin merasa beruntung tengah-tengah tantangan hidup semakin tinggi doa orang tua yang paling utama,pos
fear,aku enggak tau kenapa akhir2 banyak akun aneh ngefollow serem2 aku apa haruskah ganti uname delete acc terus buat baru,neg
happy,kebakaran hutan terus turun drastis dibandingkan tahun-tahun sebelumnya berkat ketegasan pak [username] memecat kapolda pangkodam kebakaran hutan berlangsung terus [hashtag] [hashtag] [hashtag] [url],pos
sadness,[username] tabungan rencana bagus dipaksa jeleknya penalti kalo berhenti tengah jalan bunganya enggak jauh beda sama deposito bisa dicopet2 dikit tengah jalan kalau butuh sekarang masih bayarin sekolah sekolah ibunya amme,neg
fear,k driver gojek seorang stres tahan pas mau lempar batu kepala gue dan akhirnya orang-orang pada rame lihat ujung2nya dibawa lah rt buat laporan nyamperin keluarga beliau salemba,neg
fear,si dera akun alter suka flashing her boobs once a while bilang merinding melihat siksaan siksaan gua alami ahahaha [url],neg
happy,ini baru pemikiran professor biar masih junior dibandingkan professor cebong yang lebih bermutu dan punya dedikasi [url],pos
fear,takut semester enggak bakalan maksimal belajar seharusnya semester satu tahun jadi cuma bulan pulang sore berangkat pagi pkl bulan alamat setres dadakan,neg
fear,[username] nyabutnya santae pakai jari asal [not] kena kuku beli softlennya memang bagus jelas dulu ku pernah beli soflen teman cuma warna22an biasanya item terus gangapa22in ujug22 gatel perih etaunya robek untung cepet22 dikeluari,neg
love,mungkin dulu sewaktu kecil mama lah lebih sering mengajakmu bercerita berdongeng tapi tahukah kamu sepulang papa bekerja dengan wajah lelah papa selalu menanyakan mama kabarmu apa kamu lakukan seharian,pos
sadness,adalah orang orang berhasil terus buatku gagal ngerjain kti bagaimana enggak mengetik baru satu kata yuk foto dulu yuk sialnya aku tergoda,neg
happy,[late post] mumpung cerah upload seger2 dulu di sela2 penugasan maen2 sedikit puncak kelimutu,pos
fear,gw jadi nyebayangin orang bangunin sahur dimasjid keceplosan shooower shower shower bapak bapak ibuk ibuk [url],neg
sadness,trus mbatin baik baik sama pemilik barumu tuh masnya ganteng punya cafe tar kamu dipakai main cafe kayak ku janjiin tahun lalu,neg
love,bersandarlah pundaku kau merasakan kenyamanan sudah keharusan bagiku memberikanmu rasa nyaman,pos
fear,hanya mampu retweet peminat cerita seram tengok je lah saya penakut kalau tengok kat wayang nih dengar suara aku sorang je menjerit walaupun tutup mata,neg
love,haha tiap hari kamu selalu terpesona semakin terpesona sama aku kkk,pos
fear,apa keposesifan gue sama sahabat gue takut diapa-apai sama l apa gue jealous gue enggak gebetan bisa diajak jalan apa gue takut kehilangan sahabat apa gue jealous e dekat sama l,neg
fear,lagi suntik campak awalnya enggak tau pas banget mau pipis pas mau balik kelas enggak sengaja lihat orang bawa kotak2 gue pikir suntik takut yaudah taunya gue lari duluan sambil teriak suntik suntik,neg
sadness,saat membenci berlebihan menghasut orang ikut membenci apa benci kelar hidup kita terputus tali rezeki bersiap kematian dengan penyakit hati amp,neg
love,[username] karena kamu dilahirkan rahim seorang perempuan kamu robek tubuhnya kamu hidup merasakan kasih sayangnya maka berikan kasih sayang wanitamu setulus kasih ibumu,pos
happy,huwawawaaaaaa tanoshimidesuuu memang aku pribadi sayang banget circle jadi aaaaaa creyong gambar suka sudah senang banget kalo mez suka yang gambar jadi [not] khawatir kurang kontribusi sbagainya,pos
fear,lu tau rasanya sedeket sama orang gila takut banget gua tuh trs teman gua ternyata dengar bilang wah gede ya pahanya yalord aing teh cuma mau piknik naha geginian terus akhirnya gue nelpon teman pakai mengomong seakan dia bapak gua nyuruh jemput,neg
sadness,bersin pertama ah paling kena bulu bersin kedua debu nih bersin ketiga gatel banget hidung bersin keempat kelima keenama fix mau flu nih,neg
love,pixy kok lama lama gemesim setelah jatuh cinta sama lip cream nya kayak nya bakal jatih cinta sama lain huft [url],pos
fear,apa akan kamu lakukan ada singa masuk rumahmu nyuruh singanya makan kau biar mati kenak makan singa uh ngeri off anonla sama h e h e,neg
happy,lagu saya persembahkan buat pak [username] [username] pak walikota solo pak fx hadi rudyatmo membuat kota solo lebih dikenal luas berkat lagu solo dibuat [username] [username] [url] [hashtag],pos
fear,serem nih kalo sering mati lampu begini ngeri pas ditinggal keluarga jogja besok sendirian rumah terus mati lampu jadi apa aku,neg
love,kalau aku mengatakan desi aku sayang kamu desi aku suka kamu desi adalah ungkapan perasaanku desi terlepas dia memendam rasa sama [not] [url],pos
love,aku selalu untukmu kamu selalu untuknya,pos
fear,oh iya saat hanya mahasiswa reguler mendapatkan kelas bersama beliau aku bersyukur menjadi mahasiswa reguler dipertemukan beliau first impression terhadap ka abel jujur ngeri maksudnya kami semester ii masih bau cikur,neg
happy,done kata pak suami biar tambah rajin belajar masaknya sa ah btw tengkyuuu bosss adhe khadoet besok ya hahahaa,pos
love,cinta sederhana aku kamu [not] yang aku untukmu kamu untukku yang cuma menonton,pos
happy,selamat kamu kuota [url] wah sangat berharga [hashtag] ucapan selain ucapan selamat kamu cantik jadi selama dia jelek,pos
happy,blm move on keseruan event torch relay asian games [hashtag] [hashtag] [hashtag] rumah jabatan gubernur provinsi sulawesi selatan [url],pos
fear,[username] sebelumnya bayar pakai tokopedia di laporannya tercantum kode iuran sekian sekian yang dimaksud kode iuran nomer,neg
love,tetap disini jangan biarkan aku sepi sendiri izinkan aku selalu bersamamu dalam ikatan direstui semesta aku sayang kamu separuh hatiku,pos
love,cinta takkan pernah berjalan sendirian ada kesetian ketulusan selalu menuntunnya aku punya kesetian ketulusan buat kamu,pos
fear,dilemma ku jam segini merasa laper pengin go food naspad duta minang jaya super enak tapi takut enggak tidur kesiangan besok pagi huu,neg
sadness,cuacanya selalu terik utk harus banyak bersyukur sorong selama puasa ini rajin hujan bahkan bali tempat mamake enggak sesering di sini hari2 biasanya enggak terik2 banget btw biak kalo panas udaranya bikin segar,neg
sadness,aliran darahku menghantarkan rasa rindu sela sela sel otakku terus berbisik mengucapkannya aku [not] mampu bahkan untuk menyiratkannya [url],neg
happy,baru sehari ada beberapa hari depan lebih padat sangat menyenangkan wish me luck and healthy deh buat seminggu depan fingers crossed,pos
sadness,hari keempat sarapan pak seno ibu tuti berbicara kalian [not] ikhlas ternyata raut wajah pada jauh berubah dibandingkan kemarin tertawa bercanda kemarin sempat hilang kembali bersama kami di pagi itu,neg
fear,untung aa2 berdua ngebantuin posisi tengah-tengah gelap sendiri benar-benar enggak siapa-siapa nyalain senter hp takut orang sejenis nya,neg
sadness,gak butuh teman cewek pura-pura butuh teman cowok ketika dichat jawabannya oh iya haha apalagi cuma diread,neg
sadness,ketika sesuatu yang membuat jatuh percayalah kita sedang diajarkan bagaimana cara bangkit,neg
love,aku suka caramu menyukaiku,pos
love,semoga tayangnya film [hashtag] menjadi perantara selalu menebarkan benih benih cinta akan menumbuhkan persaudaraan diantara umat manusia [hashtag] [url],pos
fear,kemaren belakang kampus ada anak kambing asal nyebrang eh kambing nya b nyebrang gue yang histeris takut ketabrak,neg
sadness,jika datangmu [not] menggenapi pergimu [not] mengganjilkan apa kamu dilahirkan sebaik baik manusia yang berguna sesamanya,neg
happy,udah ah makin ngelantur wkwk pokoknya niatkan enggak pakai bulu mata palsu jgn khawatir bakal rintangan itu yakin kalo niat baik allah bantu smg segala niat langkah baik termasuk meninggalkan bulu mata palsu allah kasih ganjaran surga,pos
sadness,klo puskesmas antri orang hamil sama lansia didahulukan disini daftar yang diutamakan akumah enggak pernah tempat prioritas hatinya kagak,neg
fear,waallahu alam enggak mau [not] tau takut ilmu masih cetek banget jadi cukup kesimpulan sudah jelas di al quran hadits saja saya yakini selebihnya waallahu alam,neg
love,sejak awal mengenal mencintaimu hati utuh penuh cinta telah memilih tetap menerimamu bagainmanapun keadaan terluka pilihan tetap mencintai anugerah kesempatan diberikan tuhan,pos
love,kalo sayang benaran mau dihadapkan sama cowok lebih tajir ganteng pintar serba itu bakalan tetap enggak mau berpindah,pos
fear,liat boneka susan sudah ampun lha malah diajakin menonton film horror boneka sabrina,neg
sadness,1bln 2x putus berapa lama memang kamu jadian labil sangat ki bentar2 marahan deh,neg
love,cuma [username] mengerti cara nanganin aku kalau aku ngamuk2 sayang sama aku [not] nyuruh aku buat berubah jadi orang sabar pengertian orang selalu maju paling depan kalau yang macem2in aku,pos
sadness,siapa sih dunia enggak punya hater rasul mulia punya budha punya nabi isa punya nah eloh sama gueh kan,neg
love,padahal papa sekali menangis mama memelukmu erat erat yang papa lakukan menghapus sedikit air mata sudut matanya menepuk pundakmu berkata jaga dirimu baik baik sayang papa melakukan semua kamu kuat kuat menjadi dewasa,pos
sadness,udah hampir seminggu tiap sahur dibanguninnya sama mamah alarm cuma matiin doang kalo telpon mamah dimatiin sekali ditelpon terus bangun untung sabar,neg
love,hari adalah hari sangat sunyi bagiku pagi menjelang siang sore menjelang malam begitu sebaliknya tiada hentinya aku memikirkan mu entah mengapa harus bersaudara apa alasanmu tuhan tapi aku sadar sadar cinta buta,pos
fear,[askmf] gua takut banget kalo mau mengomong muncul grup gituuuu bener2 panik kalo muncul grup gimana cara ngehilangin nya ya,neg
love,saya takan ragukan besarnya kasih sayang tuhan telah diberikannya momen sulit harus saya hadapi hidup karna cahaya hati mulai redup kasih sayang mereka mencintai yang mampu menjadi lentera meneranginya,pos
love,kekal sayang dengarkan lah syair kau tulis ku lagu kan moga jadi siulan satu masa dan moga engkaukan tersenyum dengan irama indah hanya itu yang mampuku beri,pos
happy,dan para tamu sekalian terimakasih ikut acara mohon maaf mention kalian [not] gua jawab satu persatu dikarenakan menjauhi limit terimakasih selamat malam salam sayang,pos
fear,gatau sejak kapan tiap mendengarkan kucing ngeong sama anjing melolong malem2 selalu ngebayangin sesuatu luar bikin gaberani bangun,neg
sadness,macetnya mantap [hashtag],neg
fear,masi enggak mengerti bisa takut ketinggian [pos] padahal dulu doyan manjat pohon depan rumah skrg lihat asrama lantai dasar ogah ganti lampu begini t t,neg
sadness,[username] lutut lemes melongo kayak orang angong terus menangis tiba-tiba pengin jerit enggak bisa2 pokoknya kesel sekesel keselnya sama diri sendiri capek banget jantung sesek itu terjadi berkali2 7th lamanya padahal pacar [not] wkwk,neg
sadness,[username] sayang banget padahal vocal cocok buat energetic yasudah lah semoga my bby goeun selamat bisa nunjukin vocalnya di concept eval,neg
fear,[username] kalau barang elektronik bagaimana kadang takut mau buang headset baterai tempat sampah soalnnya kan bahaya terus sama botol spray katanya meledak suhu tinggi,neg
fear,[username] lagi main rumah teman tuh pas pipis lihat celana sudah merah langsung izin pulang bilangnya mendadak sakit pas rumah bilang kakak berdarah mah takut soalnya memang pas main jatuh pas dilihat dibilang mens hue besoknya pe,neg
sadness,udah lama nih enggak chat isinya selamat bobo sayang semoga mimpi indah good night kalo diinget ingat terakhir kali chat kayak teh pas zaman sangkuriang najong parahu,neg
happy,rajin hadirkan diri majlis ilmu mantapkan diri ilmu jadi perisai diri kita ilmu akhlak kena seiring jgn lupa selalu berdoa baik diri sendiri orang trus istikamah menuju arah kebaikan,pos
sadness,tak perlu iri punya sepi sendiri sendiri jika hidup orang tampak meriah karena sepi dirayakan mewah adimas imanuel [url],neg
happy,suka point prof suteki tau puncak tertinggi pancasila ketuhanan yang maha esa sdgkan tau salah satu petinggi bpip pnh menyampaikan pidatonya viral keraguannya hari akhir nampol banget [hashtag] [hashtag],pos
sadness,begitu tersadar menceritakan bagaikan mantan pacar kita tertawa menggerutu bersama mereka hanyalah sebatas mantan calon pacar,neg
fear,rlt kalian cewek kalo sekelas sama pacar kalian terus lu nyeri pengin dihibur apa bagaimana cewe gue tadi malah gue ajak main onet hp mendem marah kali,neg
fear,fans mana yang benci sama curry bakalan tetap ngakuin points nya bahaya banget mau ngelempar mana kemungkinan bola masuknya,neg
love,kalo sayang sayang pisan kalo manja manja pisan kalo aleman aleman pisan kalo mengambek mengambek pisan kalo kocak [not] ditanyaa gaes kocak melebihi aku,pos
love,[username] gue sayang banget banget banget ya kalo sama ikon baru kali rasanya ngestan benar benar sayang banget kayak kerasa disayaaaang balik banget sama merekanya jadi aku makin sayang enggak lepas gimana jelasinnya ya tapi,pos
happy,selamat ulang tahun sayang [username] [hashtag],pos
love,[username] couple juga enggak pernah manggil sayang sikapnya bisa tau kalo sayang sama coba lihat rasa sayang dari cara memperlakukan kamu [not] dari seberapa sering manggil kamu sebutan sayang,pos
fear,deg degan tuh lgsng gua gua lgsng wa cowok gua kan gua ngabarin kalo sikring rumah gua kayak yang nurunun terus gua takut eh ternyata cuman ceklis doang trs gua makin takut tuh lampu enggak nyala2 enggak yang gua hubungin,neg
love,lagi suka tapi takut mau follow gapunya kontaknya dan bidadari main askfm jadilah keseharianku kugunakan nanya2 pakai mode anonymously haha,pos
fear,jinhyuk menunduk menatap sepatunya merasa takut membalas permintaan sang puan m maaf [not] membawa alat lukis ini [url],neg
sadness,rencana mau makanan para tetangga mendekati hari raya oke tradisi ater ater kalo dirumah realita katanya disini enggak kebiasaan kayak krik krik berakhir yaudah kasih yang mau deh entar kalo mau buka puasa,neg
sadness,oh sebelum gue cerita sih alda sudah bilang kalo mau mendengarkan cerita gue jangan khawatir sendirian dan gue mendapatkan gue cerita panjang lebar dm enggak muat balas pertanyaan itupun singkat bikin gue merasa tersudut,neg
sadness,yuk akhirnya masuk minggu awal bulan juni ga terasa setengah tahun ternyata banyak target [not] terealisasi sekarang hrs belajar displin amp,neg
fear,[username] gak pernah enggak pernah percaya sama aplikasi macam kayak baca artikel terus duit itu memasuki data pribadi no rek kan bahaya enggak sih jangan mudah tergiur sama hal begini deh,neg
happy,gue suka gue mau ketemu gue menonton konser sndrian no prob penting dalem gue have fun,pos
love,ritual kalo mau tidur nyanyi lagu sayang kakak ani sayang mamak sayang bapa sayang oppung sayang abang gio sayang tua gio sayang tua winda nyebutin semua anggota keluarga besar namamu selalu duluan disebut dek,pos
happy,subhanalloh ternyata neng cantik adalah kader nu aktif di ippnu mudahhan menjadi kader militan nu selalu menjaga marwah organisasi [hashtag],pos
fear,nah tadi kebelulan setorannya bpd rumah sakit trauma kejadian bpd cabang ternyata ketemunya satpam kurang ajar ngeper duluan takut ku berlari rasanya,neg
sadness,[username] [username] [username] pmarahan muhammad bin salman tak sudi temui amien rais cs sungguh memalukan bahkan politisi mdpt cibiran kalangan istana riyadh saudi arabia [url] [url],neg
happy,diam diam suka day6 masa sumpah aku enggak racunin kok wkwk kuy lah menonton youth bareng halu tingkat provinsi,pos
happy,ok fix selesai persen bye bye bye harapan indah thks all team semoga cepat proyek baru aminn,pos
fear,[askmf] habis baca menfess aku calon anak rantau merasa takut minder kalo teman-teman disana diam2 merasa kesal logat aku aku sering nyampur bahasa [neg] [url],neg
sadness,rambut diacak acak kagak suka hati diacak acak dibiarkan,neg
love,[username] wowon tersenyum melihat kelakuan kekasih galaknya biasa pasti terkena semprotan cinta selalu bei berikan padanya hari [not] pernah absen sini aku bawain belanjaannya wowon mengambil tas belanjaan milik bei,pos
fear,gatau tiba tiba gue takut kan pas menengok tau tau thomasnya mengajak gue mengobrol bagaimana allah pengsan lah aku jadi gue balik deh bantalnya begini,neg
fear,[username] wkwkwk laah aku masih menata hati menata diri menjombs nyaman jombs malah dikenalin sama masnya ku merasa [not] pantas takut pelarian entah pelarianku masih [not] moveon mantan cowok idamanku entah pelaria,neg
happy,yap kalau mau jodoh baik yuk perbaiki diri berlaku terus biarpum menikah tetap baik,pos
sadness,seperti katak tempurung kepercayaan tinggi hegemoni ilmu sains teknologi solusi pragmatis apolitis beragam permasalahan indonesia bentuk dogma ideologi sila google scientism sila google arogansi alumni itb eh,neg
sadness,ada manusia berusaha melihat nasib masa depannya mencari orang pintar meramal masa depannya padahal sang peramalpun [not] tahu masa depannya ibarat orang buta dituntun orang buta demikianlah orang mengandalkan nasib masa depannya peramal,neg
sadness,netz memang kalo ngebash suka enggak pakai mikir deh,neg
happy,sahabat semua terimakasih atas dukungannya fariz putra winarni dalam hari terkumpul rp juta lebih fariz sengaja berfoto ganteng sore untuk menyampaikan terimakasihnya ayo terus bersonasi lewat [username] [url] [username] [url],pos
fear,aku beberapa hari lalu habis isya ketiduran kan bangun bangun kok enggak gerak ketindihan kalau kata orang serem banget deh,neg
sadness,[username] [username] berarti yusufk09 seringnya menonton penyanyi dangdut cuma jual goyangan busana seksi dibanding suara bagus,neg
sadness,sayang aku rindu rindu senyummu rindu mata indahmu rindu semua tentangmu sayang iya sayang sayangnya kau [not] mampu merasakan rindu,neg
sadness,tapi sedih telinga habis pukul cenat cenut sekarang pusing alhamdulillah batu enggak jadi dilempar pengin sehat besok2 tuhan,neg
fear,jadi gue enggak berani masuk gerbang rumah plz seram banget diliatin ayam jago nya gede banget,neg
love,kau [not] terganti kau selalu kunanti takkan ku lepas pegang tanganku bersama jatuh cinta kali kedua yang sama sama indahnya [url],pos
happy,sehat selalu buat semua maju terus [not] mundur bersemangat lah kawan berjuang indonesia lebih baik indonesia sehat indonesia kuat salam sehat puskesmas sum halmahera selatan [username] terus maju [username],pos
love,gw harap lu enggak berubah bro lu tetap yang gue kenal bodoamat lu mau malas bagaimana intinya gue tau siapa lu gw belajar banyak sekali sama lu bro banyak sekali intinya semoga menjadi sahabat dunia akbirat nice sih you it gagal [username],pos
sadness,pasti kamu berpikir bagaimana cara menggantiku kelak tapi kumohon sesuaikan lah gaya hidup kondisi aku ikhlas membantu ini kelanjutan mu kelak disaat aku [not] punya apa membantu,neg
love,hatiku selalu untuknya sahabat sendiri orang mau maju smart enggak neko neko sederhana mau berteman mau belajar sama siapa sayang sama ibunya banget bertanggung jawab penuh sama amanahnya enggak pernah ngeluh,pos
sadness,bagaimana mungkin perbuatan kata kata kotor menjadikan hatimu bersih dan bagaimana mungkin kata kata kotor keluar hati jernih [allamah thabathabai],neg
sadness,saat membenci berlebihan menghasut orang ikut membenci apa benci kelar hidup kita terputus tali rezeki bersiap kematian dengan penyakit hati fisik menggerogoti diri,neg
sadness,pulanglah pulang mengisi peluk telah sekian lama sepi [not] penghuni pulang hati lekuk perasaan hilang [not] pulang seteguk penghapus dahaga atas rindu yang teramat sangat [not] tercicipi,neg
love,begitu mulianya tugas orang tua membesarkan anak mengemban amanah tuhan menjaga mendidik menyayangi memelihara anak berilah cinta kebutuhan lahir batinnya,pos
sadness,kadang seseorang punya cara menghibur orang tapi [not] punya carapun menghibur dirinya sendiri,neg
happy,joko widodo meyakinkan mereka semua menemukan melihat sendiri betapa toleransi sinergi terjalin antara masyarakat bahkan berbeda keyakinan [hashtag],pos
love,dunia semakin lama semakin banyak tantangan bikin stres sbenarnya obat termanjur dikala gundah melanda nelfon bapak ibu bilang doain aku kemudiam sebaik2 jawaban ketika bilang,pos
sadness,non jerawatnya diolesi pakai obat adek biar cepat hilang haduh dok bagaimana hilang obatnya cuma ketemu doi dok hlah kok namanya jerawat rindu d,neg
happy,oh my god sudah sesuai sayang malah lebih bagus dari punyaku aaaaaaaaa anak kitaaaa d nangis bahagya,pos
love,mencintaimu setulus hati mengarungi lautan mendapatkan cinta suci tak pernah menduakanmu walaupun terpisah jarak perbedaan,pos
sadness,daritadi tuh menangis melihat foto tae ilangin mulletnya apa tau banyak gasuka sama mullet kalo kalian sayang bts kalian menerima apapun mereka lakukan dong kalo kayak begini enggak bisa di seselin sudah terjadi huhuhu sedih banget,neg
sadness,selagi aku baik silakan datang pergi seenakmu tapi ingat suatu aku berubah drastis jadi [not] tanya aku berubah tanyakan kepada dirimu sendiri,neg
love,akan ku nantikan sebuah malam saat kau melelapkan tidurmu sebelahku ku bacakan sebuah puisi cinta kau terlelap bersama cintaku,pos
love,sampai seorang teman lelakimu datang kerumah meminta izin papa mengambilmu darinya papa sangat berhati hati memberikan izin papa tau lelaku yang menggantikan posisinya,pos
sadness,gak jadi include kemang yang dp enggak jelas php doang besok fix include blokm ada 2slot kosong [username] [username] [username] [username],neg
happy,setelah semua persiapan mendaki ready enggak lupa makan siabg dulu makan siang kali kita temenin nasi ayam kampung bho ie hmmm nasi komplit deh ayam kampung nya,pos
happy,kalian kadang ketemu orang socmed ternyata temannya sih begitu enggak sih eh ternyata sih mantannya sih atau wah ternyata sih yang bikin konten yutub why why the world is [not] smoll,pos
happy,asal lo tau orang kurus kecil sebenarnya makannya banyak enggak gede loh sebaliknya orang gendut [pos] makin dikit gendut [not] minder jadi orang kurus gemuk bersyukur sama allah,pos
love,ibarat datang baik buku pulpen keluar membawa buku saja lantas pulpen saya tinggalkan dirinya dijadikan alat tulis baru dirinya yang datang bertamu hari,pos
love,[username] ga tau tiba-tiba jatuh cinta melanglang buana mencari fandom tepat vakum selama setahun perkpopan berakhir fandom bernama exol,pos
love,hai selamat pagi menjelang siang semangat jalani hari jangan lupa awali hari dss god bless u ingin memelukmu kali lagi dingin kangen juleha,pos
fear,[username] aku takut masalah otak sumpah aku ngeri sendiri dulu denger2 kalo rapet oksigen nya enggak ke otak bagaimana itu aku jadi bimbang sendiri,neg
fear,hehe kak aku nih diajakin menonton sabrina ngeri setengah modyar dibioskop cuma merem tutup telinga,neg
sadness,ketika rasa tinggi seseorang tahu apapun terkait yang minati nah disini peran respect sesungguhnya kebiasaan karena mungkin gue begitu suka menertawakan yang anggap lucu itu lah yang ingin orang minati,neg
love,bila mencintaimu perubahan [not] cinta perjanjian tapi ada mencintai dirimu dirimu yang apa adanya itu baru namanya cinta,pos
fear,iya barusan aku cek ternyata kakinya yang ngiket pakai karet tapi kira-kira biaya dokter berapa takut mahal misqueen aku nothing money,neg
sadness,gue waktu buka kulkas nah gua lihat oren2 gua kira jeruk eh ternyata tomat anjir rasanya mending kalo gue demen sayur lah makan tomat digadoin habis gue lepeh,neg
love,terkadang duduk termenung menjadi suatu kebutuhan apalagi bareng kamu kamu sintasriwahyuni,pos
love,[username] sebelumnya aku enggak tertarik sama cowok lebih muda pacarku sekarang lebih muda setahun dibanding aku udah tau sih awal bagaimana ya namanya sayang semua gasuka jadi suka,pos
happy,the greatest showman film musikal isi filmnya nyanyi2 dan gue pribadi suka banget genre kayak jadi jam menonton tuh enggak kerasa sama sekali rasanya pengin ikutan nyanyi2 nari2,pos
fear,terlepas agama tetap enggak mau operasi plastik banyak zonknya hasilnya kadang enggak bagus kelihatan enggak natural soalnya enggak cocok sama bagian wajah enggak dioplas jadinya takut menyesal nanti jatohnya kecanduan ngerombak semua jd plastic monster dong,neg
happy,kalian pernah enggak sih merasai bagaimana rasanya telponan sama orang berjam jam videocall malam share with them padahal [not] siapa siapa selalu meluangkan waktu buat bertanya how was ur day sesibuk apapun dia,pos
love,rambutnya semakin memutih dan badannya lengannya [not] kuat menjagamu bahaya papa telah menyelesaikan tugasnya,pos
happy,suka banget [username] pesertanya luar biasa mengenakkan lagu sangat memukau bikin merinding jurinya top bgt pokoknya suka banget program [username] juri pesertanya memank luar biasa,pos
sadness,segala kupelajari selalu saling jepit saling kait seni politik sastra mungkin kupelajari jembatan panjang [not] tahu berujung mana hidup pencarian yang [not] putus termasuk mencari tahu siapa diri ini,neg
love,jam lebih aku edit video nih kau ini effort aku buat sempena birthday kau tin [username] start perkenalan sampai sekarang terima kasih setia smping aku wlupun kau tau aku banyak kekurangan aku sayang kau tin and happy birthday fatin,pos
love,nge gua cinta sama lo ngelebihin cinta githa sama lo love you nge temen gua bisa dampingin gua saat curhatan gua saat walaupun no solution hati gua senyum kalo lo mengomong,pos
love,kaulah ibuku cinta kasihku terima kasihku takkan pernah terhenti kau bagai matahari selalu bersinar sinari hidupku kehangatanmu,pos
love,lee daehwi ku sayang sabar terlalu banyak menghujat kamu [not] berarti enggak support kamu aku teman wannable asli yang lain selalu mendukungmu adik manis,pos
sadness,[username] [username] [username] denger dengar pusat hoax nasional nya [username] ternyata fh enggak muat dimasuki karung beras biarpun karung jumbo karena [username] jauh lebih besar partainya [username],neg
